,0,1,cluster
912,43.37173,0.6253186,5
913,-26.391237,-1.584672,7
914,-14.303167,-2.2477174,8
915,-45.094746,13.235687,50
916,-50.123455,10.086227,13
917,-3.5867062,29.811756,10
918,-36.76078,20.298367,3
919,-67.71218,21.894737,3
920,38.19894,39.742184,11
921,-26.218397,-11.739814,8
922,-25.531324,-30.854727,17
923,31.332619,42.648132,11
924,-48.227573,1.7091006,35
925,11.38989,-13.894835,43
926,-10.264113,10.380479,4
927,-26.924925,13.131873,7
928,-15.013529,32.57547,10
929,-40.8287,-31.346657,2
930,-19.967577,52.83621,53
931,-9.245823,19.491089,37
932,48.634205,-6.5473876,5
933,8.115788,-17.560665,43
934,2.4897265,27.79504,4
935,-25.000675,54.23679,28
936,-52.756138,9.041102,13
937,-40.169876,42.321953,15
938,0.04270637,43.280586,69
939,42.872475,-11.204011,5
940,-43.462357,47.736134,15
941,-25.106577,3.2153177,7
942,-39.78383,45.017136,15
943,26.673754,6.621749,12
944,-17.322035,8.585636,45
945,0.11302984,6.5780606,4
946,-6.5387993,46.50879,10
947,40.46917,46.621914,11
948,-11.864958,-47.818447,1
949,-53.90637,21.591087,3
950,-3.4974654,-59.138783,1
951,18.566969,9.999975,12
952,-42.04231,-47.877407,2
953,-6.2302322,24.466368,4
954,-47.413036,-30.257704,2
955,-18.442513,-0.9603106,8
956,66.344864,29.8928,16
957,71.79329,2.018268,14
958,-60.977684,27.0514,3
959,-4.526082,50.32723,10
960,-38.18608,-35.78847,2
961,0.37200528,-59.45982,33
962,-45.106686,53.864784,34
963,-40.096394,-16.834463,2
964,-21.246204,-19.468777,8
965,-24.00295,11.643641,7
966,-36.55527,-16.316954,2
967,60.554546,-25.090046,5
968,-2.6901283,-36.95193,1
969,-56.734,20.462873,3
970,-62.619064,21.717655,3
971,-5.8431015,-39.959538,1
972,43.912148,36.489468,11
973,-47.12773,-44.241917,2
974,-15.496063,54.33813,29
975,44.453896,-24.038166,5
976,-32.513657,13.895172,7
977,-43.35966,-42.097366,2
978,-52.22751,-17.761492,2
979,22.372154,-36.73001,6
980,-60.921963,4.720856,13
981,64.49733,-5.607755,70
982,2.5157137,1.1407241,4
983,51.194923,2.98852,9
984,-38.82623,-40.25338,2
985,-45.304058,-10.110401,2
986,-38.847137,-5.008911,7
987,2.5969365,-19.18335,24
988,45.477234,-21.09488,5
989,-3.2935507,48.602947,10
990,0.5533609,-44.010372,1
991,-10.967309,14.237403,4
992,-20.923578,42.85745,31
993,-15.394898,-6.881688,8
994,-56.701614,-29.674637,57
995,-54.272305,36.79572,3
996,13.939806,9.682225,12
997,55.290382,-11.325266,5
998,-62.51367,24.939165,3
999,-34.081768,10.132858,7
